web_scraper_order,web_scraper_start_url,pagination,name,price,rating,data,image,item_page_title,item_page_link,sku,description,badge,brand_name,product_1_category,title,stock_status,image_1
"1773453176-123","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=4","Essence Likit Ink Eyeliner","149,90 ₺","1","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hf6/h95/8906020552734/prd-front-162784_195x195/prd-front-162784-195x195.jpeg","Essence Likit Ink Eyeliner   
 149,90 ₺   1","https://www.watsons.com.tr/essence-likit-ink-eyeliner/p/BP_162784","162784","Essence Likit Ink Eyeliner","","ESSENCE","Eyeliner","Essence Likit Ink Eyeliner","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h07/h99/8906020487198/prd-front-162784_1200x1200/prd-front-162784-1200x1200.jpeg"
"1773453180-124","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=4","Essence The Slim Stick Ruj No: 102","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hbd/h3d/10992253272094/prd-front-1405376_195x195/prd-front-1405376-195x195.jpg","Essence The Slim Stick Ruj No: 102   
 177,90 ₺   0","https://www.watsons.com.tr/essence-the-slim-stick-ruj-no-102/p/BP_1405376","1405376","Essence The Slim Stick Ruj No: 102","","ESSENCE","Ruj ve Lipstick","Essence The Slim Stick Ruj No: 102","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h7f/h3e/10992253206558/prd-front-1405376_1200x1200/prd-front-1405376-1200x1200.jpg"
"1773453184-125","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=4","Essence Extreme Shine Volume Dudak Parlatıcısı 103","134,90 ₺","1","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h92/h77/8986986348574/prd-front-1322545_195x195/prd-front-1322545-195x195.png","Essence Extreme Shine Volume Dudak Parlatıcısı 103   
 134,90 ₺   1","https://www.watsons.com.tr/essence-extreme-shine-volume-dudak-parlaticisi-103/p/BP_1322545","1322545","Essence Extreme Shine Volume Dudak Parlatıcısı 103","","ESSENCE","Lip Gloss","Essence Extreme Shine Volume Dudak Parlatıcısı 103","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h95/h74/8986986283038/prd-front-1322545_1200x1200/prd-front-1322545-1200x1200.png"
"1773453186-126","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=4","Essence I Love Extreme Volume Waterproof Maskara","186,90 ₺","5","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hb7/h85/9688482349086/prd-front-1340668_195x195/prd-front-1340668-195x195.jpg","Essence I Love Extreme Volume Waterproof Maskara   
 186,90 ₺   5","https://www.watsons.com.tr/essence-i-love-extreme-volume-waterproof-maskara/p/BP_1340668","1340668","Essence I Love Extreme Volume Waterproof Maskara","","ESSENCE","Maskara","Essence I Love Extreme Volume Waterproof Maskara","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hf8/h81/9688482218014/prd-front-1340668_1200x1200/prd-front-1340668-1200x1200.jpg"
"1773453188-127","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Soft Touch Duo Far 02","134,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h94/h82/12381099491358/prd-front-1443477_195x195/prd-front-1443477-195x195.jpg","Essence Soft Touch Duo Far 02   
 134,90 ₺   0","https://www.watsons.com.tr/essence-soft-touch-duo-far-02/p/BP_1443477","1443477","GÖZ FARI","","ESSENCE","Far ve Paletler","Essence Soft Touch Duo Far 02","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h55/h83/12381099425822/prd-front-1443477_1200x1200/prd-front-1443477-1200x1200.jpg"
"1773453191-128","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Make Me Brow Kaş Maskarası 02 Browny","158,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h9e/hf4/8906008166430/prd-front-162691_195x195/prd-front-162691-195x195.jpeg","Essence Make Me Brow Kaş Maskarası 02 Browny   
 158,90 ₺   0","https://www.watsons.com.tr/essence-make-me-brow-kas-maskarasi-02-browny/p/BP_162691","162691","Essence Make Me Brow Kaş Maskarası 02 Browny","","ESSENCE","Kaş Maskarası","Essence Make Me Brow Kaş Maskarası 02 Browny","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h4d/hf5/8906008100894/prd-front-162691_1200x1200/prd-front-162691-1200x1200.jpeg"
"1773453193-129","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Meta Glow Colour Changing Ruj","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hc9/h96/10992252747806/prd-front-1405362_195x195/prd-front-1405362-195x195.jpg","Essence Meta Glow Colour Changing Ruj   
 177,90 ₺   0","https://www.watsons.com.tr/essence-meta-glow-colour-changing-ruj/p/BP_1405362","1405362","Essence Meta Glow Colour Changing Ruj","","ESSENCE","Ruj ve Lipstick","Essence Meta Glow Colour Changing Ruj","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hc7/h99/10992252682270/prd-front-1405362_1200x1200/prd-front-1405362-1200x1200.jpg"
"1773453195-130","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Krem Far 01","185,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h05/hab/13217540866078/prd-front-1465149_195x195/prd-front-1465149-195x195.jpg","Essence Krem Far 01   
 185,90 ₺   0","https://www.watsons.com.tr/essence-krem-far-01/p/BP_1465149","1465149","GÖZ FARI","","ESSENCE","Far ve Paletler","Essence Krem Far 01","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h56/haa/13217540800542/prd-front-1465149_1200x1200/prd-front-1465149-1200x1200.jpg"
"1773453197-131","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence The Slim Stick Ruj No: 103","177,90 ₺","1","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h4c/ha1/10992265068574/prd-front-1405383_195x195/prd-front-1405383-195x195.jpg","Essence The Slim Stick Ruj No: 103   
 177,90 ₺   1","https://www.watsons.com.tr/essence-the-slim-stick-ruj-no-103/p/BP_1405383","1405383","Essence The Slim Stick Ruj No: 103","","ESSENCE","Ruj ve Lipstick","Essence The Slim Stick Ruj No: 103","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hfa/ha1/10992265003038/prd-front-1405383_1200x1200/prd-front-1405383-1200x1200.jpg"
"1773453201-132","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Baby Got Bronze Bronzing Stick 40","177,90 ₺","2","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h94/hf2/12430894694430/prd-front-1446809_195x195/prd-front-1446809-195x195.jpg","Essence Baby Got Bronze Bronzing Stick 40   
 177,90 ₺   2","https://www.watsons.com.tr/essence-baby-got-bronze-bronzing-stick-40/p/BP_1446809","1446809","KONTÜR","","ESSENCE","Kontür ve Paletler","Essence Baby Got Bronze Bronzing Stick 40","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h55/hf3/12430894628894/prd-front-1446809_1200x1200/prd-front-1446809-1200x1200.jpg"
"1773453205-133","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Mattifying Compact Pudra 11 Pastel Beige","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/haa/h76/8906009739294/prd-front-162701_195x195/prd-front-162701-195x195.jpeg","Essence Mattifying Compact Pudra 11 Pastel Beige   
 177,90 ₺   0","https://www.watsons.com.tr/essence-mattifying-compact-pudra-11-pastel-beige/p/BP_162701","162701","Essence Mattifying Compact Pudra 11 Pastel Beige","","ESSENCE","Pudralar","Essence Mattifying Compact Pudra 11 Pastel Beige","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/ha8/h79/8906009673758/prd-front-162701_1200x1200/prd-front-162701-1200x1200.jpeg"
"1773453208-134","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Natural Matte Mousse Fondöten No: 02","230,90 ₺","1","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h68/h36/10992254582814/prd-front-1405453_195x195/prd-front-1405453-195x195.jpg","Essence Natural Matte Mousse Fondöten No: 02   
 230,90 ₺   1","https://www.watsons.com.tr/essence-natural-matte-mousse-fondoten-no-02/p/BP_1405453","1405453","Essence Natural Matte Mousse Fondöten No: 02","","ESSENCE","Fondöten","Essence Natural Matte Mousse Fondöten No: 02","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/ha7/h35/10992254517278/prd-front-1405453_1200x1200/prd-front-1405453-1200x1200.jpg"
"1773453212-135","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence The False Lash Extreme Volume&Curl Maskara","158,90 ₺","3","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hc5/h70/8906038771742/prd-front-162853_195x195/prd-front-162853-195x195.jpeg","Essence The False Lash Extreme Volume&Curl Maskara   
 158,90 ₺   3","https://www.watsons.com.tr/essence-the-false-lash-extreme-volume-curl-maskara/p/BP_162853","162853","Essence The False Lash Extreme Volume&Curl Maskara","","ESSENCE","Maskara","Essence The False Lash Extreme Volume&Curl Maskara","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h86/h71/8906038706206/prd-front-162853_1200x1200/prd-front-162853-1200x1200.jpeg"
"1773453217-136","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Baby Got Glow Stick Aydınlatıcı 10","195,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hcb/hbb/13217545846814/prd-front-1465275_195x195/prd-front-1465275-195x195.jpg","Essence Baby Got Glow Stick Aydınlatıcı 10   
 195,90 ₺   0","https://www.watsons.com.tr/essence-baby-got-glow-stick-aydinlatici-10/p/BP_1465275","1465275","AYDINLATICI","","ESSENCE","Highlighter ve Paletler","Essence Baby Got Glow Stick Aydınlatıcı 10","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hcd/hb8/13217545781278/prd-front-1465275_1200x1200/prd-front-1465275-1200x1200.jpg"
"1773453221-137","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Juicy Nail Tırnak Yağı 01","185,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h35/h93/13217550434334/prd-front-1465394_195x195/prd-front-1465394-195x195.jpg","Essence Juicy Nail Tırnak Yağı 01   
 185,90 ₺   0","https://www.watsons.com.tr/essence-juicy-nail-tirnak-yagi-01/p/BP_1465394","1465394","TIRNAK BAKIMI","","ESSENCE","Tırnak Bakım Ürünleri","Essence Juicy Nail Tırnak Yağı 01","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h47/h96/13217550368798/prd-front-1465394_1200x1200/prd-front-1465394-1200x1200.jpg"
"1773453225-138","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Soft Touch Duo Far 01","134,90 ₺","7","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h25/h8a/12381099229214/prd-front-1443470_195x195/prd-front-1443470-195x195.jpg","Essence Soft Touch Duo Far 01   
 134,90 ₺   7","https://www.watsons.com.tr/essence-soft-touch-duo-far-01/p/BP_1443470","1443470","GÖZ FARI","","ESSENCE","Far ve Paletler","Essence Soft Touch Duo Far 01","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h24/h8d/12381099163678/prd-front-1443470_1200x1200/prd-front-1443470-1200x1200.jpg"
"1773453229-139","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence What The Fake! Takma Kirpik 02","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/he7/hdf/12430920646686/prd-front-1446578_195x195/prd-front-1446578-195x195.jpg","Essence What The Fake! Takma Kirpik 02   
 177,90 ₺   0","https://www.watsons.com.tr/essence-what-the-fake-takma-kirpik-02/p/BP_1446578","1446578","MASKARA","","ESSENCE","Maskara","Essence What The Fake! Takma Kirpik 02","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/he9/hdc/12430920581150/prd-front-1446578_1200x1200/prd-front-1446578-1200x1200.jpg"
"1773453233-140","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Maximum Definition Volume Maskara","158,90 ₺","4","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h66/h7e/8906038378526/prd-front-162833_195x195/prd-front-162833-195x195.jpeg","Essence Maximum Definition Volume Maskara   
 158,90 ₺   4","https://www.watsons.com.tr/essence-maximum-definition-volume-maskara/p/BP_162833","162833","Essence Maximum Definition Volume Maskara","","ESSENCE","Maskara","Essence Maximum Definition Volume Maskara","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h14/h7f/8906038312990/prd-front-162833_1200x1200/prd-front-162833-1200x1200.jpeg"
"1773453237-141","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Waterproof Eyeliner","158,90 ₺","3","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h1d/h9a/8906015047710/prd-front-162726_195x195/prd-front-162726-195x195.jpeg","Essence Waterproof Eyeliner   
 158,90 ₺   3","https://www.watsons.com.tr/essence-waterproof-eyeliner/p/BP_162726","162726","Essence Waterproof Eyeliner","","ESSENCE","Eyeliner","Essence Waterproof Eyeliner","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h73/h4f/8906014982174/prd-front-162726_1200x1200/prd-front-162726-1200x1200.jpeg"
"1773453241-142","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Soft Touch Bouncy Aydınlatıcı 20","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/ha3/h84/13217547288606/prd-front-1465310_195x195/prd-front-1465310-195x195.jpg","Essence Soft Touch Bouncy Aydınlatıcı 20   
 177,90 ₺   0","https://www.watsons.com.tr/essence-soft-touch-bouncy-aydinlatici-20/p/BP_1465310","1465310","AYDINLATICI","","ESSENCE","Highlighter ve Paletler","Essence Soft Touch Bouncy Aydınlatıcı 20","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h51/h85/13217547223070/prd-front-1465310_1200x1200/prd-front-1465310-1200x1200.jpg"
"1773453243-143","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence All Eyes On Me Waterproof Maskara","119,90 ₺","2","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/ha8/hf8/8906024288286/prd-front-162806_195x195/prd-front-162806-195x195.jpeg","Essence All Eyes On Me Waterproof Maskara   
 119,90 ₺   2","https://www.watsons.com.tr/essence-all-eyes-on-me-waterproof-maskara/p/BP_162806","162806","Essence All Eyes On Me Waterproof Maskara","","ESSENCE","Maskara","Essence All Eyes On Me Waterproof Maskara","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h56/hf9/8906024222750/prd-front-162806_1200x1200/prd-front-162806-1200x1200.jpeg"
"1773453245-144","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Jel Oje No: 06","87,50 ₺","2","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h4f/h7d/9206249357342/prd-front-1327179_195x195/prd-front-1327179-195x195.png","Essence Jel Oje No: 06   
 87,50 ₺   2","https://www.watsons.com.tr/essence-jel-oje-no-06/p/BP_1327179","","","","","","ESSENCE","",""
"1773453249-145","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Silky Blur Poreless Primer","230,90 ₺","3","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h05/h84/12430924578846/prd-front-1446788_195x195/prd-front-1446788-195x195.jpg","Essence Silky Blur Poreless Primer   
 230,90 ₺   3","https://www.watsons.com.tr/essence-silky-blur-poreless-primer/p/BP_1446788","1446788","BAZ","","ESSENCE","Makyaj Bazı","Essence Silky Blur Poreless Primer","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h58/h83/12430924513310/prd-front-1446788_1200x1200/prd-front-1446788-1200x1200.jpg"
"1773453254-146","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Brow Lifting Gel Set","230,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h76/hf0/10992264806430/prd-front-1405348_195x195/prd-front-1405348-195x195.jpg","Essence Brow Lifting Gel Set   
 230,90 ₺   0","https://www.watsons.com.tr/essence-brow-lifting-gel-set/p/BP_1405348","1405348","Essence Brow Lifting Gel Set","","ESSENCE","Kaş Jeli","Essence Brow Lifting Gel Set","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h74/hf3/10992264740894/prd-front-1405348_1200x1200/prd-front-1405348-1200x1200.jpg"
"1773453257-147","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Bouncy Plump Nemlendirici & Işıltılı Yüz Spreyi","204,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h5c/h52/13217549385758/prd-front-1465366_195x195/prd-front-1465366-195x195.jpg","Essence Bouncy Plump Nemlendirici & Işıltılı Yüz Spreyi   
 204,90 ₺   0","https://www.watsons.com.tr/essence-bouncy-plump-nemlendirici-isiltili-yuz-spreyi/p/BP_1465366","1465366","MAKYAJ SABİTLEYİCİ SPREY","","ESSENCE","","Essence Bouncy Plump Nemlendirici & Işıltılı Yüz Spreyi","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hae/h51/13217549320222/prd-front-1465366_1200x1200/prd-front-1465366-1200x1200.jpg"
"1773453261-148","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Natural Matte Mousse Fondöten No: 13","230,90 ₺","1","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h2f/h99/10992255369246/prd-front-1405474_195x195/prd-front-1405474-195x195.jpg","Essence Natural Matte Mousse Fondöten No: 13   
 230,90 ₺   1","https://www.watsons.com.tr/essence-natural-matte-mousse-fondoten-no-13/p/BP_1405474","1405474","Essence Natural Matte Mousse Fondöten No: 13","","ESSENCE","Fondöten","Essence Natural Matte Mousse Fondöten No: 13","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h80/h98/10992255303710/prd-front-1405474_1200x1200/prd-front-1405474-1200x1200.jpg"
"1773453265-149","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Lash Princess Volume Maskara","234,90 ₺","2","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hb0/he4/8972374507550/prd-front-1303148_195x195/prd-front-1303148-195x195.png","Essence Lash Princess Volume Maskara   
 234,90 ₺   2","https://www.watsons.com.tr/essence-lash-princess-volume-maskara/p/BP_1303148","1303148","Essence Lash Princess Volume Maskara","","ESSENCE","Maskara","Essence Lash Princess Volume Maskara","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hae/he7/8972374442014/prd-front-1303148_1200x1200/prd-front-1303148-1200x1200.png"
"1773453269-150","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Micro Precise Kaş Kalemi 03","119,90 ₺","2","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h70/h7b/9022937235486/prd-front-1322447_195x195/prd-front-1322447-195x195.png","Essence Micro Precise Kaş Kalemi 03   
 119,90 ₺   2","https://www.watsons.com.tr/essence-micro-precise-kas-kalemi-03/p/BP_1322447","1322447","Essence Micro Precise Kaş Kalemi 03","","ESSENCE","Kaş Kalemi","Essence Micro Precise Kaş Kalemi 03","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h81/h7e/9022937169950/prd-front-1322447_1200x1200/prd-front-1322447-1200x1200.png"
"1773453273-151","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Hydra Kiss Lip Dudak Tint 01","177,90 ₺","1","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hc1/hd9/13217538768926/prd-front-1465093_195x195/prd-front-1465093-195x195.jpg","Essence Hydra Kiss Lip Dudak Tint 01   
 177,90 ₺   1","https://www.watsons.com.tr/essence-hydra-kiss-lip-dudak-tint-01/p/BP_1465093","1465093","LİKİT RUJ","","ESSENCE","Likit Ruj","Essence Hydra Kiss Lip Dudak Tint 01","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h6f/hda/13217538703390/prd-front-1465093_1200x1200/prd-front-1465093-1200x1200.jpg"
"1773453277-152","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Get Big! Lashes Volume Maskara","149,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h79/hb7/8906036609054/prd-front-162818_195x195/prd-front-162818-195x195.jpeg","Essence Get Big! Lashes Volume Maskara   
 149,90 ₺   0","https://www.watsons.com.tr/essence-get-big-lashes-volume-maskara/p/BP_162818","162818","Essence Get Big! Lashes Volume Maskara","","ESSENCE","Maskara","Essence Get Big! Lashes Volume Maskara","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h7a/hb4/8906036543518/prd-front-162818_1200x1200/prd-front-162818-1200x1200.jpeg"
"1773453281-153","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Super Peptide Parlak Dudak Bakım Ürünü 02","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/ha5/h47/13217544536094/prd-front-1465240_195x195/prd-front-1465240-195x195.jpg","Essence Super Peptide Parlak Dudak Bakım Ürünü 02   
 177,90 ₺   0","https://www.watsons.com.tr/essence-super-peptide-parlak-dudak-bakim-urunu-02/p/BP_1465240","1465240","RUJ","","ESSENCE","Ruj ve Lipstick","Essence Super Peptide Parlak Dudak Bakım Ürünü 02","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/ha7/h44/13217544470558/prd-front-1465240_1200x1200/prd-front-1465240-1200x1200.jpg"
"1773453284-154","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=3","Essence Soft Touch Butter Bronzer 10","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h7e/haa/13217545322526/prd-front-1465261_195x195/prd-front-1465261-195x195.jpg","Essence Soft Touch Butter Bronzer 10   
 177,90 ₺   0","https://www.watsons.com.tr/essence-soft-touch-butter-bronzer-10/p/BP_1465261","1465261","PUDRA","","ESSENCE","Pudralar","Essence Soft Touch Butter Bronzer 10","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h6d/ha7/13217545256990/prd-front-1465261_1200x1200/prd-front-1465261-1200x1200.jpg"
"1773453290-155","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=2","Essence Cover Stick Kapatıcı 20 Matt Sand","119,90 ₺","1","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hdc/h4b/8906019373086/prd-front-162656_195x195/prd-front-162656-195x195.jpeg","Essence Cover Stick Kapatıcı 20 Matt Sand   
 119,90 ₺   1","https://www.watsons.com.tr/essence-cover-stick-kapatici-20-matt-sand/p/BP_162656","162656","Essence Cover Stick Kapatıcı 20 Matt Sand","","ESSENCE","Kapatıcılar","Essence Cover Stick Kapatıcı 20 Matt Sand","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h1b/h4b/8906019307550/prd-front-162656_1200x1200/prd-front-162656-1200x1200.jpeg"
