web_scraper_order,web_scraper_start_url,pagination,name,price,rating,data,image,item_page_title,item_page_link,sku,description,badge,brand_name,product_1_category,title,stock_status,image_1
"1773452926-62","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=6","Essence Glossy Jelly Mini Oje 02","61,95 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h20/h42/12430927462430/prd-front-1446879_195x195/prd-front-1446879-195x195.jpg","Essence Glossy Jelly Mini Oje 02   
 61,95 ₺   0","https://www.watsons.com.tr/essence-glossy-jelly-mini-oje-02/p/BP_1446879","1446879","OJE","","ESSENCE","Oje","Essence Glossy Jelly Mini Oje 02","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h31/h45/12430927396894/prd-front-1446879_1200x1200/prd-front-1446879-1200x1200.jpg"
"1773452932-63","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=6","Essence Get Big! Lashes Volume Waterproof Maskara","149,90 ₺","3","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h49/hbe/8906036805662/prd-front-162819_195x195/prd-front-162819-195x195.jpeg","Essence Get Big! Lashes Volume Waterproof Maskara   
 149,90 ₺   3","https://www.watsons.com.tr/essence-get-big-lashes-volume-waterproof-maskara/p/BP_162819","162819","Essence Get Big! Lashes Volume Waterproof Maskara","","ESSENCE","Maskara","Essence Get Big! Lashes Volume Waterproof Maskara","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h4b/hbb/8906036740126/prd-front-162819_1200x1200/prd-front-162819-1200x1200.jpeg"
"1773452934-64","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=6","Essence Micro Precise Kaş Kalemi 05","119,90 ₺","1","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h5e/h79/9022966136862/prd-front-1322461_195x195/prd-front-1322461-195x195.png","Essence Micro Precise Kaş Kalemi 05   
 119,90 ₺   1","https://www.watsons.com.tr/essence-micro-precise-kas-kalemi-05/p/BP_1322461","","","","","","ESSENCE","",""
"1773452941-65","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=6","Essence Call Me Queen Dramatic Effect Maskara Waterproof","234,90 ₺","1","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h6e/h73/12430911471646/prd-front-1446543_195x195/prd-front-1446543-195x195.jpg","Essence Call Me Queen Dramatic Effect Maskara Waterproof   
 234,90 ₺   1","https://www.watsons.com.tr/essence-call-me-queen-dramatic-effect-maskara-waterproof/p/BP_1446543","1446543","MASKARA","","ESSENCE","Maskara","Essence Call Me Queen Dramatic Effect Maskara Waterproof","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/had/h72/12430911406110/prd-front-1446543_1200x1200/prd-front-1446543-1200x1200.jpg"
"1773452943-66","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=6","Essence Longlasting Göz Kalemi 34","98,50 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hf6/h76/8972477792286/prd-front-1303155_195x195/prd-front-1303155-195x195.png","Essence Longlasting Göz Kalemi 34   
 98,50 ₺   0","https://www.watsons.com.tr/essence-longlasting-goz-kalemi-34/p/BP_1303155","","","","","","ESSENCE","",""
"1773452947-67","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=6","Essence Micro Precise Kaş Kalemi 02","119,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h56/hd2/9022965612574/prd-front-1322440_195x195/prd-front-1322440-195x195.png","Essence Micro Precise Kaş Kalemi 02   
 119,90 ₺   0","https://www.watsons.com.tr/essence-micro-precise-kas-kalemi-02/p/BP_1322440","","","","","","ESSENCE","",""
"1773452952-68","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=6","Essence Soft Touch Bouncy Aydınlatıcı 10","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h21/h8c/13217547026462/prd-front-1465303_195x195/prd-front-1465303-195x195.jpg","Essence Soft Touch Bouncy Aydınlatıcı 10   
 177,90 ₺   0","https://www.watsons.com.tr/essence-soft-touch-bouncy-aydinlatici-10/p/BP_1465303","1465303","AYDINLATICI","","ESSENCE","Highlighter ve Paletler","Essence Soft Touch Bouncy Aydınlatıcı 10","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hcb/hd6/13217546960926/prd-front-1465303_1200x1200/prd-front-1465303-1200x1200.jpg"
"1773452956-69","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=6","Essence Extreme Shine Volume Dudak Parlatıcısı 10","134,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hb2/h53/9326267367454/prd-front-1352295_195x195/prd-front-1352295-195x195.png","Essence Extreme Shine Volume Dudak Parlatıcısı 10   
 134,90 ₺   0","https://www.watsons.com.tr/essence-extreme-shine-volume-dudak-parlaticisi-10/p/BP_1352295","1352295","Essence Extreme Shine Volume Dudak Parlatıcısı 10","","ESSENCE","Lip Gloss","Essence Extreme Shine Volume Dudak Parlatıcısı 10","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h60/h54/9326267301918/prd-front-1352295_1200x1200/prd-front-1352295-1200x1200.png"
"1773452959-70","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=6","Essence Glossy Jelly Mini Oje 03","61,95 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h78/h5a/12430922219550/prd-front-1446711_195x195/prd-front-1446711-195x195.jpg","Essence Glossy Jelly Mini Oje 03   
 61,95 ₺   0","https://www.watsons.com.tr/essence-glossy-jelly-mini-oje-03/p/BP_1446711","1446711","OJE","","ESSENCE","Oje","Essence Glossy Jelly Mini Oje 03","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h75/h5d/12430922154014/prd-front-1446711_1200x1200/prd-front-1446711-1200x1200.jpg"
"1773452963-71","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Tırnak Eti Çıkarıcı","119,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/heb/h8c/9325843415070/prd-front-1352351_195x195/prd-front-1352351-195x195.png","Essence Tırnak Eti Çıkarıcı   
 119,90 ₺   0","https://www.watsons.com.tr/essence-tirnak-eti-cikarici/p/BP_1352351","1352351","Essence Tırnak Eti Çıkarıcı","","ESSENCE","","Essence Tırnak Eti Çıkarıcı","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hfc/h8f/9325843349534/prd-front-1352351_1200x1200/prd-front-1352351-1200x1200.png"
"1773452967-72","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Satin Glow Parlak Ruj 01","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/he7/h76/13217539555358/prd-front-1465114_195x195/prd-front-1465114-195x195.jpg","Essence Satin Glow Parlak Ruj 01   
 177,90 ₺   0","https://www.watsons.com.tr/essence-satin-glow-parlak-ruj-01/p/BP_1465114","1465114","RUJ","","ESSENCE","Ruj ve Lipstick","Essence Satin Glow Parlak Ruj 01","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hf8/h79/13217539489822/prd-front-1465114_1200x1200/prd-front-1465114-1200x1200.jpg"
"1773452971-73","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Hydra Kiss Lip Dudak Tint 02","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h33/h88/13217539031070/prd-front-1465100_195x195/prd-front-1465100-195x195.jpg","Essence Hydra Kiss Lip Dudak Tint 02   
 177,90 ₺   0","https://www.watsons.com.tr/essence-hydra-kiss-lip-dudak-tint-02/p/BP_1465100","1465100","LİKİT RUJ","","ESSENCE","Likit Ruj","Essence Hydra Kiss Lip Dudak Tint 02","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hf0/hd2/13217538965534/prd-front-1465100_1200x1200/prd-front-1465100-1200x1200.jpg"
"1773452974-74","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Skin Tint No: 30","230,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h52/h40/10992246718494/prd-front-1405502_195x195/prd-front-1405502-195x195.jpg","Essence Skin Tint No: 30   
 230,90 ₺   0","https://www.watsons.com.tr/essence-skin-tint-no-30/p/BP_1405502","1405502","Essence Skin Tint No: 30","","ESSENCE","Fondöten","Essence Skin Tint No: 30","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h53/h3d/10992246652958/prd-front-1405502_1200x1200/prd-front-1405502-1200x1200.jpg"
"1773452978-75","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Hydra Kiss Dudak Yağı No: 01","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h2a/hc5/9678542012446/prd-front-1376613_195x195/prd-front-1376613-195x195.png","Essence Hydra Kiss Dudak Yağı No: 01   
 177,90 ₺   0","https://www.watsons.com.tr/essence-hydra-kiss-dudak-yagi-no-01/p/BP_1376613","1376613","Essence Hydra Kiss Dudak Yağı No: 01","","ESSENCE","Lip Gloss","Essence Hydra Kiss Dudak Yağı No: 01","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h18/hf0/9678541946910/prd-front-1376613_1200x1200/prd-front-1376613-1200x1200.png"
"1773452982-76","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Line It Like A Pro! Göz Kalemi 01","195,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h0d/hc7/12430921170974/prd-front-1446592_195x195/prd-front-1446592-195x195.jpg","Essence Line It Like A Pro! Göz Kalemi 01   
 195,90 ₺   0","https://www.watsons.com.tr/essence-line-it-like-a-pro-goz-kalemi-01/p/BP_1446592","1446592","GÖZ KALEM/LINER","","ESSENCE","Eyeliner","Essence Line It Like A Pro! Göz Kalemi 01","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hce/hc7/12430921105438/prd-front-1446592_1200x1200/prd-front-1446592-1200x1200.jpg"
"1773452985-77","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Make Me Brow Kaş Maskarası 07","158,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h18/hb2/13217537458206/prd-front-1465058_195x195/prd-front-1465058-195x195.jpg","Essence Make Me Brow Kaş Maskarası 07   
 158,90 ₺   0","https://www.watsons.com.tr/essence-make-me-brow-kas-maskarasi-07/p/BP_1465058","1465058","KAŞ ŞEKİLLENDİRİCİ","","ESSENCE","Kaş Maskarası","Essence Make Me Brow Kaş Maskarası 07","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h1a/haf/13217537392670/prd-front-1465058_1200x1200/prd-front-1465058-1200x1200.jpg"
"1773452991-78","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence 8h Mat Dudak Kalemi 19c","105,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h34/h1b/13217543749662/prd-front-1465219_195x195/prd-front-1465219-195x195.jpg","Essence 8h Mat Dudak Kalemi 19c   
 105,90 ₺   0","https://www.watsons.com.tr/essence-8h-mat-dudak-kalemi-19c/p/BP_1465219","1465219","DUDAK KALEM/LINER","","ESSENCE","Dudak Kalemi","Essence 8h Mat Dudak Kalemi 19c","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h32/h1e/13217543684126/prd-front-1465219_1200x1200/prd-front-1465219-1200x1200.jpg"
"1773452994-79","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Pearly Potion Multi-Reflective Lip Gloss 01","185,90 ₺","3","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h94/he7/12430912782366/prd-front-1446641_195x195/prd-front-1446641-195x195.jpg","Essence Pearly Potion Multi-Reflective Lip Gloss 01   
 185,90 ₺   3","https://www.watsons.com.tr/essence-pearly-potion-multi-reflective-lip-gloss-01/p/BP_1446641","1446641","LİKİT RUJ","","ESSENCE","Lip Gloss","Essence Pearly Potion Multi-Reflective Lip Gloss 01","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hd3/he6/12430912716830/prd-front-1446641_1200x1200/prd-front-1446641-1200x1200.jpg"
"1773452998-80","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Call Me Queen Dramatic Effect Maskara","234,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h44/hfa/10992264544286/prd-front-1405327_195x195/prd-front-1405327-195x195.jpg","Essence Call Me Queen Dramatic Effect Maskara   
 234,90 ₺   0","https://www.watsons.com.tr/essence-call-me-queen-dramatic-effect-maskara/p/BP_1405327","1405327","Essence Call Me Queen Dramatic Effect Maskara","","ESSENCE","Maskara","Essence Call Me Queen Dramatic Effect Maskara","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h55/hfd/10992264478750/prd-front-1405327_1200x1200/prd-front-1405327-1200x1200.jpg"
"1773453002-81","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Stick Fondöten 130","259,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hc0/hb5/12430921695262/prd-front-1446676_195x195/prd-front-1446676-195x195.jpg","Essence Stick Fondöten 130   
 259,90 ₺   0","https://www.watsons.com.tr/essence-stick-fondoten-130/p/BP_1446676","1446676","FONDÖTEN","","ESSENCE","Fondöten","Essence Stick Fondöten 130","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h81/hb6/12430921629726/prd-front-1446676_1200x1200/prd-front-1446676-1200x1200.jpg"
"1773453004-82","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence 10in1 Nail Repair Strengthening Treatment","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hc1/h19/12430923530270/prd-front-1446760_195x195/prd-front-1446760-195x195.jpg","Essence 10in1 Nail Repair Strengthening Treatment   
 177,90 ₺   0","https://www.watsons.com.tr/essence-10in1-nail-repair-strengthening-treatment/p/BP_1446760","1446760","TIRNAK BAKIMI","","ESSENCE","Tırnak Bakım Ürünleri","Essence 10in1 Nail Repair Strengthening Treatment","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/haf/h16/12430923464734/prd-front-1446760_1200x1200/prd-front-1446760-1200x1200.jpg"
"1773453008-83","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Kajal Göz Kalemi 01","61,95 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h9f/hdb/12381098967070/prd-front-1443463_195x195/prd-front-1443463-195x195.jpg","Essence Kajal Göz Kalemi 01   
 61,95 ₺   0","https://www.watsons.com.tr/essence-kajal-goz-kalemi-01/p/BP_1443463","1443463","GÖZ KALEM/LINER","","ESSENCE","Göz Kalemi","Essence Kajal Göz Kalemi 01","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h4d/hdc/12381098901534/prd-front-1443463_1200x1200/prd-front-1443463-1200x1200.jpg"
"1773453012-84","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Camouflage + Matte Kapatıcı 180","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hfb/h17/13217548337182/prd-front-1465338_195x195/prd-front-1465338-195x195.jpg","Essence Camouflage + Matte Kapatıcı 180   
 177,90 ₺   0","https://www.watsons.com.tr/essence-camouflage-matte-kapatici-180/p/BP_1465338","1465338","KAPATICI","","ESSENCE","Kapatıcılar","Essence Camouflage + Matte Kapatıcı 180","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hf9/h1a/13217548271646/prd-front-1465338_1200x1200/prd-front-1465338-1200x1200.jpg"
"1773453015-85","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Baby Got Diamond Highlighter Stick","195,90 ₺","2","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hdf/he6/12430925365278/prd-front-1446816_195x195/prd-front-1446816-195x195.jpg","Essence Baby Got Diamond Highlighter Stick   
 195,90 ₺   2","https://www.watsons.com.tr/essence-baby-got-diamond-highlighter-stick/p/BP_1446816","1446816","AYDINLATICI","","ESSENCE","Highlighter ve Paletler","Essence Baby Got Diamond Highlighter Stick","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hce/he3/12430925299742/prd-front-1446816_1200x1200/prd-front-1446816-1200x1200.jpg"
"1773453019-86","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Hydra Kiss Dudak Yağı 06","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h3e/hbd/12430921433118/prd-front-1446627_195x195/prd-front-1446627-195x195.jpg","Essence Hydra Kiss Dudak Yağı 06   
 177,90 ₺   0","https://www.watsons.com.tr/essence-hydra-kiss-dudak-yagi-06/p/BP_1446627","1446627","RUJ","","ESSENCE","","Essence Hydra Kiss Dudak Yağı 06","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h4f/hc0/12430921367582/prd-front-1446627_1200x1200/prd-front-1446627-1200x1200.jpg"
"1773453022-87","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Micro Precise Kaş Kalemi 04","119,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hd8/hca/9022965874718/prd-front-1322454_195x195/prd-front-1322454-195x195.png","Essence Micro Precise Kaş Kalemi 04   
 119,90 ₺   0","https://www.watsons.com.tr/essence-micro-precise-kas-kalemi-04/p/BP_1322454","","","","","","ESSENCE","",""
"1773453025-88","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Brow Powder Kaş Kiti 01","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/ha4/h30/12430919860254/prd-front-1446550_195x195/prd-front-1446550-195x195.jpg","Essence Brow Powder Kaş Kiti 01   
 177,90 ₺   0","https://www.watsons.com.tr/essence-brow-powder-kas-kiti-01/p/BP_1446550","1446550","KAŞ/KİRPİK MAKYAJI","","ESSENCE","Kaş Kiti","Essence Brow Powder Kaş Kiti 01","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hb5/h33/12430919794718/prd-front-1446550_1200x1200/prd-front-1446550-1200x1200.jpg"
"1773453030-89","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence 24Ever Ink Liner No: 01","158,90 ₺","1","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h76/h89/8910752874526/prd-front-173793_195x195/prd-front-173793-195x195.png","Essence 24Ever Ink Liner No: 01   
 158,90 ₺   1","https://www.watsons.com.tr/essence-24ever-ink-liner-no-01/p/BP_173793","173793","Essence 24Ever Ink Liner No: 01","","ESSENCE","Eyeliner","Essence 24Ever Ink Liner No: 01","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hb4/h88/8910752808990/prd-front-173793_1200x1200/prd-front-173793-1200x1200.png"
"1773453034-90","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Jelly Grip Ferahlatıcı Aloe Sprey","204,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hde/h4a/13217549123614/prd-front-1465359_195x195/prd-front-1465359-195x195.jpg","Essence Jelly Grip Ferahlatıcı Aloe Sprey   
 204,90 ₺   0","https://www.watsons.com.tr/essence-jelly-grip-ferahlatici-aloe-sprey/p/BP_1465359","1465359","Essence Jelly Grip Ferahlatıcı Aloe Sprey","","ESSENCE","","Essence Jelly Grip Ferahlatıcı Aloe Sprey","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/hcd/h47/13217549058078/prd-front-1465359_1200x1200/prd-front-1465359-1200x1200.jpg"
"1773453038-91","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Stick Fondöten 120","259,90 ₺","1","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h14/h51/12430897840158/prd-front-1446669_195x195/prd-front-1446669-195x195.jpg","Essence Stick Fondöten 120   
 259,90 ₺   1","https://www.watsons.com.tr/essence-stick-fondoten-120/p/BP_1446669","1446669","FONDÖTEN","","ESSENCE","Fondöten","Essence Stick Fondöten 120","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h02/h4e/12430897774622/prd-front-1446669_1200x1200/prd-front-1446669-1200x1200.jpg"
"1773453040-92","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Makeup & Baking Sünger 01","177,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h02/h86/10992257728542/prd-front-1405579_195x195/prd-front-1405579-195x195.jpg","Essence Makeup & Baking Sünger 01   
 177,90 ₺   0","https://www.watsons.com.tr/essence-makeup-baking-sunger-01/p/BP_1405579","1405579","Essence Makeup & Baking Sünger 01","","ESSENCE","Makyaj Süngerleri ve Aplikatörler","Essence Makeup & Baking Sünger 01","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h00/h89/10992257663006/prd-front-1405579_1200x1200/prd-front-1405579-1200x1200.jpg"
"1773453044-93","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Kajal Göz Kalemi No: 30","61,95 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/hf9/h82/8972252479518/prd-front-1279082_195x195/prd-front-1279082-195x195.png","Essence Kajal Göz Kalemi No: 30   
 61,95 ₺   0","https://www.watsons.com.tr/essence-kajal-goz-kalemi-no-30/p/BP_1279082","1279082","Essence Kajal Göz Kalemi No: 30","","ESSENCE","Göz Kalemi","Essence Kajal Göz Kalemi No: 30","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/ha8/h83/8972252413982/prd-front-1279082_1200x1200/prd-front-1279082-1200x1200.png"
"1773453048-94","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence Aqua Jelly Renk Değiştiren Ruj","195,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h0d/heb/13217538244638/prd-front-1465079_195x195/prd-front-1465079-195x195.jpg","Essence Aqua Jelly Renk Değiştiren Ruj   
 195,90 ₺   0","https://www.watsons.com.tr/essence-aqua-jelly-renk-degistiren-ruj/p/BP_1465079","1465079","LİKİT RUJ","","ESSENCE","Likit Ruj","Essence Aqua Jelly Renk Değiştiren Ruj","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h1e/hee/13217538179102/prd-front-1465079_1200x1200/prd-front-1465079-1200x1200.jpg"
"1773453067-95","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE","https://www.watsons.com.tr/search/essence?query=essence:most-relevant:masterBrandName:ESSENCE&currentPage=5","Essence 8H Matte Comfort Dudak Kalemi 12","105,90 ₺","0","Sepete Ekle","https://media.watsons.com.tr/medias/sys_master/prd-images/h91/h05/12381101326366/prd-front-1443533_195x195/prd-front-1443533-195x195.jpg","Essence 8H Matte Comfort Dudak Kalemi 12   
 105,90 ₺   0","https://www.watsons.com.tr/essence-8h-matte-comfort-dudak-kalemi-12/p/BP_1443533","1443533","DUDAK KALEM/LINER","","ESSENCE","Dudak Kalemi","Essence 8H Matte Comfort Dudak Kalemi 12","Stokta","https://media.watsons.com.tr/medias/sys_master/prd-images/h92/h02/12381101260830/prd-front-1443533_1200x1200/prd-front-1443533-1200x1200.jpg"
