web_scraper_order,web_scraper_start_url,pagination,name,data3,image,item_page_title,item_page_link,ingredients_from_packaging,title,data_1,image_1
"1773515628-414","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=51","L'oreal Paris Elvive Total Repair 5 Repairing Shampoo (2018...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/358/184.jpg","L'Oréal Paris
         L'oreal Paris Elvive Total Repair 5 Repairing Shampoo (2018...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/881119-LOral_Paris_Loreal_Paris_Elvive_Total_Repair_5_Repairing_Shampoo_2018_formulation/","1101573PT2 WATER, SODIUM LAURETH SULFATE, SODIUM LAURYL SULFATE, COCAMIDE MEA, GLYCOL DISTEARATE, SODIUM CHLORIDE, DIMETHICONE, FRAGRANCE, PPG-5-CETETH-20, SODIUM BENZOATE, SALICYLIC ACID, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, CARBOMER, ARGININE, GLUTAMIC ACID, LINALOOL, BENZYL SALICYLATE, BENZYL ALCOHOL, SERINE, HYDROXYPROPYLTRIMONIUM HYDROLYZED WHEAT PROTEIN, LIMONENE, AMYL CINNAMAL, COUMARIN, CITRONELLOL, 2-OLEAMIDO-1,3-OCTADECANEDIOL, ALPHA-ISOMETHYL IONONE, FUMARIC ACID, PHENOXYETHANOL, SODIUM HYDROXIDE, CITRIC ACID.","L'oreal Paris Elvive Total Repair 5 Repairing Shampoo (2018 formulation)","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/358/184.jpg"
"1773515631-415","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=51","L'Oreal Paris Elvive Total Repair Extreme Renewing Shampoo","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/661676/original.","L'Oréal Paris
         L'Oreal Paris Elvive Total Repair Extreme Renewing Shampoo
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1032988-LOral_Paris_LOreal_Paris_Elvive_Total_Repair_Extreme_Renewing_Shampoo/","Aqua / Water / Eau, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Lauryl Sulfate, Glycol Distearate, Ppg-5-Ceteth-20, Sodium Chloride, Amodimethicone, Parfum / Fragrance, Sodium Benzoate, Sodium Hydroxide, Citric Acid, Coco-Betaine, Salicylic Acid, Guar Hydroxypropyltrimonium Chloride, Trideceth-6, Arginine, Carbomer, Lactic Acid, Linalool, Hexyl Cinnamal, Benzyl Salicylate, Benzyl Alcohol, Limonene, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Cetrimonium Chloride, Amyl Cinnamal, Coumarin, Citronellol, 2-Oleamido-1,3-Octadecanediol, Alpha-Isomethyl Ionone, Fumaric Acid, Phenoxyethanol","L'Oreal Paris Elvive Total Repair Extreme Renewing Shampoo","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/661676/original."
"1773515634-416","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=51","L'Oreal Paris Hair Expert EverPure Sulfate Free Blonde...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/341/445.jpg","L'Oréal Paris
         L'Oreal Paris Hair Expert EverPure Sulfate Free Blonde...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1003640-LOral_Paris_LOreal_Paris_Hair_Expert_EverPure_Sulfate_Free_Blonde_Conditioner/","AQUA/WATER/EAU, CETEARYL ALCOHOL, GLYCERIN, BEHENTRIMONIUM CHLORIDE, CETYL ESTERS, ISOPROPYL MYRISTATE, PROPYLENE GLYCOL, QUATERNIUM-80, PARFUM/FRAGRANCE, POLYSORBATE 20, ISOPROPYL ALCOHOL, PHENOXYETHANOL, POLYQUATERNIUM-37, PARAFFINUM LIQUIDUM/ MINERAL OIL/HUILE MINERALE, TOCOPHERYL ACETATE, ETHYLHEXYL SALICYLATE, BUTYLENE GLYCOL, LINALOOL, CHLORHEXIDINE DIHYDROCHLORIDE, CITRIC ACID, PPG-1 TRIDECETH-6, HEXYL CINNAMAL, HYDROXYCITRONELLAL, ACRYLATES COPOLYMER, SORBITAN OLEATE, IRIS FLORENTINA ROOT EXTRACT, CALENDULA OFFICINALIS FLOWER EXTRACT, CI 60730/EXT. VIOLET 2, CI 17200/RED 33","L'Oreal Paris Hair Expert EverPure Sulfate Free Blonde Conditioner","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/341/445.jpg"
"1773515637-417","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=51","L'Oreal Paris Telescopic Mascara Black noir 905","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/104/729.jpg","L'Oréal Paris
         L'Oreal Paris Telescopic Mascara Black noir 905
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/948796-LOral_Paris_LOreal_Paris_Telescopic_Mascara_Black_noir_905/","AQUA/WATER/EAU ? PARAFFIN ? CERA ALBA / BEESWAX / CIRE DABEILLE ? STEARIC ACID ? COPERNICIA CERIFERA CERA / CARNAUBA WAX/CIRE DE CARNAUBA ? ACACIA SENEGAL GUM ? PALMITIC ACID ? TRIETHANOLAMINE ? HYDROXYETHYLCELLULOSE ? AMINOMETHYL PROPANEDIOL ? PEG-40 STEARATE ? SODIUM POLYMETHACRYLATE ? METHYLPARABEN ? HYDROGENATED JOJOBA OIL ? HYDROGENATED PALM OIL ? MYRISTIC ACID ? PROPYLPARABEN ? BHT ? POLYQUATERNIUM-10 ? PANTHENOL ? SODIUM ACETATE ? SODIUM CHLORIDE ? ISOPROPYL ALCOHOL ? [+/- MAY CONTAIN: CI 77491, CI 77492, CI 77499 / IRON OXIDES]","L'Oreal Paris Telescopic Mascara Black noir 905","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/104/729.jpg"
"1773515640-418","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=50","L'Oreal Paris Hair Expert Extraordinary Clay Dry Shampoo...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/kwikee_2019/kwikeeBasket-2019-05-17T20-22-12.000Z/071249334980_CF__JPEG_3.jpg","L'Oréal Paris
         L'Oreal Paris Hair Expert Extraordinary Clay Dry Shampoo...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/859065-LOral_Paris_LOreal_Paris_Hair_Expert_Extraordinary_Clay_Dry_Shampoo_2019_formulation/","1181029 ISOBUTANE, ALCOHOL DENAT., ALUMINIUM STARCH OCTENYLSUCCINATE, ISOPROPYL MYRISTATE, CALCIUM CARBONATE, AQUA / WATER / EAU, EUCALYPTUS GLOBULUS LEAF OIL, SODIUM HYALURONATE, ARGILLA / MAGNESIUM ALUMINUM SILICATE, DIMETHICONE DIMETHICONOL, LIMONENE, LINALOOL, BENZYL ALCOHOL, BENZYL SALICYLATE, MONTMORILLONITE, PROPYLENE CARBONATE, KAOLIN, ALPHA-ISOMETHYL IONONE, GERANIOL, DISTEARDIMONIUM HECTORITE, CITRONELLOL, HEXYL CINNAMAL, PARFUM / FRAGRANCE. F.I.L. C186397/1","L'Oreal Paris Hair Expert Extraordinary Clay Dry Shampoo (2019 formulation)","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/kwikee_2019/kwikeeBasket-2019-05-17T20-22-12.000Z/071249334980_CF__JPEG_3.jpg"
"1773515643-419","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=50","L'Oreal Paris Infallible Pro Last 2 Step Lipstick,...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/290/088.jpg","L'Oréal Paris
         L'Oreal Paris Infallible Pro Last 2 Step Lipstick,...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Limited","https://www.ewg.org/skindeep/products/1053341-LOral_Paris_LOreal_Paris_Infallible_Pro_Last_2_Step_Lipstick_Flamboyant_Flamingo/","Base Coat Ingredients: Isododecane, Trimethylsiloxysilicate, Nylon-611/Dimethicone, Copolymer, Disteardimonium Hectorite, Lauroyl Lysine, Propylene Carbonate, C30-45 ALKYL DIMETHYL SILYL, Polypropylsilsesquioxane, Calcium Aluminum Borosilicate, Alumina, Calcium Sodium Borosilicate, Silica, Synthetic Fluorphlogopite, Hydroxypalmitoyl Sphinganine, Tin Oxide, Polyethylene Terephthalate, PARAFFIN BENZYL Alcohol, Acrylates Copolymer, Sodium Hyaluronate, Parfum / Fragrance, [+/- May Contain / Peut Contenir, Mica, Ci 77891 / Titanium Dioxide, Ci 77491, Ci 77492, Ci 77499 / Iron Oxides, Ci 15850 / Red 7, Ci 45410 / Red 28 Lake, Ci 15985 / Yellow 6 Lake, Ci 45380 / Red 22 Lake, Ci 15850 / Red 6, Ci 19140 / Yellow 5 Lake, Ci 42090 / Blue 1 Lake, Ci 75470 / Carmine, Ci 15850 / Red 7 Lake], Top Coat Ingredients: Ingredients:Trimethyl Pentaphenyl, TRISILOXANE BIS-Diglyceryl Polyacyladipate-2, Ozokerite, Cera Alba / Beeswax / Cire D'ABEILLE, Tocopheryl Acetate, Pentaerythrityl, Tetraisostearate, Benzyl Alcohol, Sodium Chondroitin Sulfate, Atelocollagen, Sodium Hyaluronate, Parfum / Fragrance","L'Oreal Paris Infallible Pro Last 2 Step Lipstick, Flamboyant Flamingo","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/290/088.jpg"
"1773515648-420","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=50","L'Oreal Paris Professionnel Serie Expert Inforcer Shampoo","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/839665/original.","L'Oréal Paris
         L'Oreal Paris Professionnel Serie Expert Inforcer Shampoo 
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/7142688-LOral_Paris_LOreal_Paris_Professionnel_Serie_Expert_Inforcer_Shampoo_/","Aqua/Water, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Dimethicone, Sodium Benzoate, Amodimethicone, Carbomer, Guar Hydroxypropyltrimonium Chloride, Trideceth-10, Glycerin, Hexylene Glycol, Salicylic Acid, Glycol Distearate, Pyridoxine Hcl, Citric Acid, Mica, Limonene, PEG-100 Stearate, Steareth-6, Phenoxyethanol, Coco-Betaine, Trideceth-3, Ci 77891/Titanium Dioxide, PEG-45M, Benzyl Salicylate, Biotin, Linalool, Geraniol, Benzyl Alcohol, Acetic Acid, Fumaric Acid, Ci 15510/Orange 4, Ci 17200/Red 33, BHT, Sodium Hydroxide, Parfum/Fragrance","L'Oreal Paris Professionnel Serie Expert Inforcer Shampoo","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/839665/original."
"1773515651-421","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=50","L'oreal Paris Colorista Hair Makeup 1-Day Color for...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/372/661.jpg","L'Oréal Paris
         L'oreal Paris Colorista Hair Makeup 1-Day Color for...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/936880-LOral_Paris_Loreal_Paris_Colorista_Hair_Makeup_1Day_Color_for_Brunettes__Black_Hair_Purple50_2020_formulation/","AQUA/WATER/EAU, ALCOHOL DENAT., CI 77891/TITANIUM DIOXIDE, SYNTHETIC FLUORPHLOGOPITE, VA/CROTONATES/VINYL NEODECANOATE COPOLYMER, TRIETHANOLAMINE, PEG-40 HYDROGENATED CASTOR OIL, CI 77510/FERRIC FERROCYANIDE, CI 15850/RED 7 LAKE, PHENOXYETHANOL, STEARETH-6, ACETIC ACID, MAGNESIUM SILICATE, PEG-100 STEARATE, AMINOMETHYL PROPANOL, TRIDECETH-10, TRIDECETH-3, DIMETHICONE, TIN OXIDE, AMODIMETHICONE, CARBOMER, PARFUM/FRAGRANCE.","L'oreal Paris Colorista Hair Makeup 1-Day Color for Brunettes & Black Hair, #Purple50 (2020 formulation)","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/372/661.jpg"
"1773515654-422","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=50","L'oreal Paris Infallible 24 HR Eye Shadow, Golden Emerald","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/772009/original.","L'Oréal Paris
         L'oreal Paris Infallible 24 HR Eye Shadow, Golden Emerald 
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/4719692-LOral_Paris_Loreal_Paris_Infallible_24_HR_Eye_Shadow_Golden_Emerald_/","CYCLOHEXASILOXANE • ISODODECANE • TRIMETHYLSILOXYSILICATE • NYLON-611/DIMETHICONE COPOLYMER • HDI/TRIMETHYLOL HEXYLLACTONE CROSSPOLYMER • CALCIUM ALUMINUM BOROSILICATE • CALCIUM SODIUM BOROSILICATE • SILICA • CAPRYLYL GLYCOL • SYNTHETIC FLUORPHLOGOPITE • TALC • POLYETHYLENE TEREPHTHALATE • LAUROYL LYSINE • TIN OXIDE • ALUMINA • POLYURETHANE-11 • [+/- MAY CONTAIN / PEUT CONTENIR: MICA • CI 77891 / TITANIUM DIOXIDE • CI 77491, CI 77492, CI 77499 / IRON OXIDES • CI 77510 / FERRIC FERROCYANIDE • CI 77000 / ALUMINUM POWDER • CI 75470 / CARMINE • CI 77007 / ULTRAMARINES • CI 77288 / CHROMIUM OXIDE GREENS • CI 77289 / CHROMIUM HYDROXIDE GREEN • CI 77742 / MANGANESE VIOLET • CI 77947 / ZINC OXIDE • CI 77510 / FERRIC AMMONIUM FERROCYANIDE • CI 42090 / BLUE 1 LAKE • CI 19140 / YELLOW 5 LAKE]","L'oreal Paris Infallible 24 HR Eye Shadow, Golden Emerald","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/772009/original."
"1773515657-423","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=50","L'oreal Paris Infallible 24 HR Eye Shadow, Eternal Black","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/772022/original.","L'Oréal Paris
         L'oreal Paris Infallible 24 HR Eye Shadow, Eternal Black 
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/7630429-LOral_Paris_Loreal_Paris_Infallible_24_HR_Eye_Shadow_Eternal_Black_/","CYCLOHEXASILOXANE • ISODODECANE • TRIMETHYLSILOXYSILICATE • NYLON-611/DIMETHICONE COPOLYMER • HDI/TRIMETHYLOL HEXYLLACTONE CROSSPOLYMER • CALCIUM ALUMINUM BOROSILICATE • CALCIUM SODIUM BOROSILICATE • SILICA • CAPRYLYL GLYCOL • SYNTHETIC FLUORPHLOGOPITE • TALC • POLYETHYLENE TEREPHTHALATE • LAUROYL LYSINE • TIN OXIDE • ALUMINA • POLYURETHANE-11 • [+/- MAY CONTAIN / PEUT CONTENIR: MICA • CI 77891 / TITANIUM DIOXIDE • CI 77491, CI 77492, CI 77499 / IRON OXIDES • CI 77510 / FERRIC FERROCYANIDE • CI 77000 / ALUMINUM POWDER • CI 75470 / CARMINE • CI 77007 / ULTRAMARINES • CI 77288 / CHROMIUM OXIDE GREENS • CI 77289 / CHROMIUM HYDROXIDE GREEN • CI 77742 / MANGANESE VIOLET • CI 77947 / ZINC OXIDE • CI 77510 / FERRIC AMMONIUM FERROCYANIDE • CI 42090 / BLUE 1 LAKE • CI 19140 / YELLOW 5 LAKE]","L'oreal Paris Infallible 24 HR Eye Shadow, Eternal Black","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/772022/original."
"1773515660-424","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=50","L'Oreal Paris Elvive Extraordinary Oil Rapid Reviver Deep...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/557236/original.","L'Oréal Paris
         L'Oreal Paris Elvive Extraordinary Oil Rapid Reviver Deep...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/880277-LOral_Paris_LOreal_Paris_Elvive_Extraordinary_Oil_Rapid_Reviver_Deep_Conditioner_2018_formulation/","1177670 C WATER, CETEARYL ALCOHOL, AMODIMETHICONE, BEHENTRIMONIUM CHLORIDE, CETYL ESTERS, FRAGRANCE, ISOPROPYL ALCOHOL, TRIDECETH-6, PHENOXYETHANOL, CETRIMONIUM CHLORIDE, LINALOOL, BENZYL SALICYLATE, BENZYL ALCOHOL, LIMONENE, CHLORHEXIDINE DIHYDROCHLORIDE, AMYL CINNAMAL, COUMARIN, CITRONELLOL, ALPHA-ISOMETHYL IONONE, ARGININE, TOCOPHERYL ACETATE, GLYCERIN, CI 19140/YELLOW 5, CI 17200/RED 33, PUNICA GRANATUM EXTRACT.","L'Oreal Paris Elvive Extraordinary Oil Rapid Reviver Deep Conditioner (2018 formulation)","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/557236/original."
"1773515663-425","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=50","L'Oreal Paris Telescopic Original Mascara Set, 920 Blackest...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/593873/original.","L'Oréal Paris
         L'Oreal Paris Telescopic Original Mascara Set, 920 Blackest...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/967062-LOral_Paris_LOreal_Paris_Telescopic_Original_Mascara_Set_920_Blackest_Black/","AQUA / WATER / EAU,   PARAFFIN,   CERA ALBA / BEESWAX / CIRE DABEILLE,   STEARIC ACID,   COPERNICIA CERIFERA CERA / CARNAUBA WAX / CIRE DE CARNAUBA,  ACACIA SENEGAL GUM,   PALMITIC ACID,   TRIETHANOLAMINE,   HYDROXYETHYLCELLULOSE,   AMINOMETHYL PROPANEDIOL,   PEG-40 STEARATE,   SODIUM POLYMETHACRYLATE,   METHYLPARABEN,   HYDROGENATED JOJOBA OIL,   HYDROGENATED PALM OIL,   MYRISTIC ACID,   PROPYLPARABEN,   BHT,   POLYQUATERNIUM-10,   PANTHENOL,   SODIUM ACETATE,   SODIUM CHLORIDE,   ISOPROPYL ALCOHOL,   [+/- MAY CONTAIN/PEUT CONTENIR: CI 77491, CI 77492, CI 77499 / IRON OXIDES","L'Oreal Paris Telescopic Original Mascara Set, 920 Blackest Black","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/593873/original."
"1773515666-426","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=50","L'Oreal Paris Skin Expert Clear & Comfort Pure-Clay Mask...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png","L'Oréal Paris
         L'Oreal Paris Skin Expert Clear & Comfort Pure-Clay Mask...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/863388-LOral_Paris_LOreal_Paris_Skin_Expert_Clear__Comfort_PureClay_Mask_2019_formulation/","782796 / 8 WATER, KAOLIN, GLYCERIN, ALCOHOL DENAT., ISONONYL ISONONANOATE, CETEARYL ALCOHOL, MICA, CI 77891/TITANIUM DIOXIDE, STEARIC ACID, STEARYL ALCOHOL, ZINC SULFATE, GLYCERYL STEARATE CITRATE, CETEARYL GLUCOSIDE, SODIUM HYDROXIDE, LAMINARIA SACCHARINA EXTRACT, PYRIDOXINE HCI, MYRISTIC ACID, PALMITIC ACID, MOROCCAN LAVA CLAY, CAPRYLOYL GLYCINE, XANTHAN GUM, MONTMORILLONITE, BUTYLENE GLYCOL, TOCOPHEROL, PHENOXYETHANOL, CI 77499/IRON OXIDES, CI 77510/FERRIC FERROCYANIDE, LIMONENE, HEXYL CINNAMAL, FRAGRANCE","L'Oreal Paris Skin Expert Clear & Comfort Pure-Clay Mask (2019 formulation)","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png"
"1773515669-427","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=50","L'oreal Paris Total Repair 5 Restoring Conditioner, Ceramide...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/kwikee_2019/kwikeeBasket-2019-05-17T20-18-57.000Z/071249314050_CF__JPEG_3.jpg","L'Oréal Paris
         L'oreal Paris Total Repair 5 Restoring Conditioner, Ceramide...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/932279-LOral_Paris_Loreal_Paris_Total_Repair_5_Restoring_Conditioner_Ceramide_2020_formulation/","1067691 PT: AQUA/WATER/EAU, CETEARYL ALCOHOL, AMODIMETHICONE, BEHENTRIMONIUM METHOSULFATE, BEHENTRIMONIUM CHLORIDE, PARFUM/FRAGRANCE, DIPROPYLENE GLYCOL, PHENOXYETHANOL, BENZOIC ACID, TRIDECETH-6, HYDROXYPROPYL GUAR, POTASSIUM HYDROXIDE, LINALOOL, HEXYL CINNAMAL, ARGININE, GLUTAMIC ACID, BENZYL SALICYLATE, SERINE, CETRIMONIUM CHLORIDE, BENZYL ALCOHOL, LIMONENE, HYDROXYPROPYLTRIMONIUM HYDROLYZED WHEAT PROTEIN, AMYL CINNAMAL, CITRONELLOL, 2-OLEAMIDO-1,3-OCTADECANEDIOL, ALPHA-ISOMETHYL IONONE.","L'oreal Paris Total Repair 5 Restoring Conditioner, Ceramide (2020 formulation)","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/kwikee_2019/kwikeeBasket-2019-05-17T20-18-57.000Z/071249314050_CF__JPEG_3.jpg"
"1773515673-428","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=50","L'Oreal Paris Advanced Haircare Total Repair 5 Shampoo (2019...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/742656/original.","L'Oréal Paris
         L'Oreal Paris Advanced Haircare Total Repair 5 Shampoo (2019...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/885913-LOral_Paris_LOreal_Paris_Advanced_Haircare_Total_Repair_5_Shampoo_2019_formulation/","1101573 PT: AQUA/WATER/EAU,
SODIUM LAURETH SULFATE, SODIUM LAURYL
SULFATE, COCAMIDE MEA, GLYCOL DISTEARATE,
SODIUM CHLORIDE, DIMETHICONE, PARFUM/
FRAGRANCE, PPG-5-CETETH-20, SODIUM BENZOATE, SALICYLIC ACID, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, CARBOMER, LINALOOL,
HEXYL CINNAMAL, ARGININE, GLUTAMIC ACID,
BENZYL SALICYLATE, SERINE, BENZYL ALCOHOL,
LIMONENE, HYDROXYPROPYLTRIMONIUM
HYDROLYZED WHEAT PROTEIN, AMYL CINNAMAL,
CITRONELLOL, 2-OLEAMIDO-1,3-OCTADECANEDIOL, ALPHA-ISOMETHYL IONONE, SODIUM
HYDROXIDE, CITRIC ACID.","L'Oreal Paris Advanced Haircare Total Repair 5 Shampoo (2019 formulation)","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/742656/original."
