web_scraper_order,web_scraper_start_url,pagination,name,data3,image,item_page_title,item_page_link,ingredients_from_packaging,title,data_1,image_1
"1773514974-205","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=68","L'oreal Paris Ever Pure Scalp Care + Detox Shampoo","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/424/056.jpg","L'Oréal Paris
         L'oreal Paris Ever Pure Scalp Care + Detox Shampoo
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1003628-LOral_Paris_Loreal_Paris_Ever_Pure_Scalp_Care__Detox_Shampoo/","Active Ingredients: Pyrithione zinc %; Inactive Ingredients: WATER, COCAMIDOPROPYL BETAINE, DISODIUM LAURETH SULFOSUCCINATE, SODIUM LAURYL SULFOACETATE, DECYL GLUCOSIDE, SODIUM LAUROYL SARCOSINATE, GLYCOL DISTEARATE, SODIUM CHLORIDE, COCO-BETAINE, FRAGRANCE, AMODIMETHICONE, PPG-5-CETETH-20, SODIUM HYDROXIDE, CITRIC ACID, ACRYLATES COPOLYMER, SODIUM BENZOATE, CARBOMER, PEG-55 PROPYLENE GLYCOL OLEATE, PROPYLENE GLYCOL, POLYQUATERNIUM-39, MENTHOL, HYDROGENATED STARCH HYDROLYSATE, BENZOIC ACID, TRIDECETH-6, BUTYLENE GLYCOL, CITRONELLOL, SODIUM POLYNAPHTHALENESULFONATE, LINALOOL, LIMONENE, GERANIOL, CETRIMONIUM CHLORIDE, CITRAL, CELLULOSE GUM, TETRASODIUM EDTA, APHANIZOMENON FLOS-AQUAE EXTRACT, MELIA AZADIRACHTA LEAF EXTRACT, METHYLISOTHIAZOLINONE, PHENOXYETHANOL, POTASSIUM SORBATE","L'oreal Paris Ever Pure Scalp Care + Detox Shampoo","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/424/056.jpg"
"1773514978-206","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=68","L'oreal Paris Age Perfect Cooling Night Moisturizer, Rosy Tone","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/419/762.jpg","L'Oréal Paris
         L'oreal Paris Age Perfect Cooling Night Moisturizer, Rosy Tone
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1007989-LOral_Paris_Loreal_Paris_Age_Perfect_Cooling_Night_Moisturizer_Rosy_Tone/","AQUA / WATER, GLYCERIN, HYDROGENATED POLYISOBUTENE, BUTYLENE GLYCOL, DIMETHICONE, BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE, BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER, LIMNANTHES ALBA SEED OIL / MEADOWFOAM SEED OIL, ALCOHOL DENAT., STEARYL ALCOHOL, C30-45 ALKYL DIMETHICONE, PEG-20 STEARATE, SILICA, PEG-100 STEARATE, GLYCERYL STEARATE, OCTYLDODECANOL, PHENOXYETHANOL, AMMONIUM POLYACRYLOYLDIMETHYL TAURATE, PARFUM / FRAGRANCE, CAPRYLYL GLYCOL, CARBOMER, CAPRYLOYL SALICYLIC ACID, MENTHOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, CALCIUM PANTETHEINE SULFONATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ADENOSINE, PAEONIA ALBIFLORA ROOT EXTRACT, POTASSIUM HYDROXIDE, HEXYL CINNAMAL, PAEONIA SUFFRUTICOSA ROOT EXTRACT, BENZYL ALCOHOL, HYDROXYCITRONELLAL, BENZYL SALICYLATE, LINALOOL, PEG-30 DIPOLYHYDROXYSTEARATE, TRIDECETH-6, CITRONELLOL, LIMONENE, GERANIOL, IRIS FLORENTINA ROOT EXTRACT, ALPHA-ISOMETHYL IONne, TOCOPHEROL, CI 14700 / RED 4, CI 19140 / YELLOW 5, CITRIC ACID F.I.L. # D255605/1","L'oreal Paris Age Perfect Cooling Night Moisturizer, Rosy Tone","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/419/762.jpg"
"1773514981-207","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=68","L'Oreal Paris Infallible Up to 24H Fresh Wear Foundation in...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/627/730.jpg","L'Oréal Paris
         L'Oreal Paris Infallible Up to 24H Fresh Wear Foundation in...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1032736-LOral_Paris_LOreal_Paris_Infallible_Up_to_24H_Fresh_Wear_Foundation_in_a_Powder__05_Pearl/","Talc, Zinc Stearate, Dimethicone, Zea Mays Starch/Corn Starch, Caprylic/Capric Triglyceride, Silica, Dimethicone/Vinyl Dimethicone Crosspolymer, Triethoxycaprylylsilane, Caprylyl Glycol, Ethylhexylglycerin, Potassium Sorbate, Fragrance, Isoceteth-10, Alaria Esculenta Extract, Hexyl Cinnamal, Benzyl Salicylate, Linalool, Alpha-Isomethyl Ionone, Benzyl Alcohol, Citronellol, Tocopherol, [+/- May contain: CI 77891/Titanium Dioxide, CI 77491, CI 77492, CI 77499/Iron Oxides, Mica, CI 19140/Yellow 5 Lake, CI 77007/Ultramarines, CI 15850/Red 7 Lake]","L'Oreal Paris Infallible Up to 24H Fresh Wear Foundation in a Powder - 05 Pearl","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/kwikee/071/249/627/730.jpg"
"1773514984-208","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=68","L'Oreal Paris Colour Riche Original Satin Lipstick, Mica","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/640249/original.","L'Oréal Paris
         L'Oreal Paris Colour Riche Original Satin Lipstick, Mica
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1014116-LOral_Paris_LOreal_Paris_Colour_Riche_Original_Satin_Lipstick_Mica/","Lanolin Liquida / Lanolin Oil, Oleyl Erucate, Sesamum Indicum Oil / Sesame Seed Oil, Cera Microcristallina / Microcrystalline Wax / Cire Icrocristalline, Ppg-5 Lanolin Wax, Acetylated Lanolin, Cera Alba / Beeswax / Cire Dabeille, Disteardimonium Hectorite, Parfum / Fragrance, Tocopheryl Acetate, Rosa Canina Fruit Oil, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Synthetic Fluorphlogopite, Argania Spinosa Oil / Argania Spinosa Kernel Oil, Calcium Aluminum Borosilicate, Geraniol, Benzyl Alcohol, Silica, Hexyl Cinnamal, Hydroxycitronellal, Calcium Sodium Borosilicate, Methyl-2-Octynoate, Tin Oxide, Polyethylene Terephthalate, Acrylates Copolymer[+/- May Contain / Peut Contenir]Mica, Ci 77891 / Titanium Dioxide, Ci 77499, Ci 77492, Ci 77491 / Iron Oxides, Ci 15850 / Red 7, Ci 45410 / Red 28 Lake, Ci 15985 / Yellow 6 Lake, Ci 77163 / Bismuth Oxychloride, Ci 19140 / Yellow 5 Lake, Ci 45380 / Red 22 Lake, Ci 75470 / Carmine, Ci 42090 / Blue 1 Lake","L'Oreal Paris Colour Riche Original Satin Lipstick, Mica","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/640249/original."
"1773514987-209","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=68","L'oreal Paris Ever Pure 21 in 1 Color Caring Spray, Rose...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png","L'Oréal Paris
         L'oreal Paris Ever Pure 21 in 1 Color Caring Spray, Rose...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/984059-LOral_Paris_Loreal_Paris_Ever_Pure_21_in_1_Color_Caring_Spray_Rose_Extract/","1041781EP4: WATER, COCOS NUCIFERA OIL / COCONUT OIL, AMODIMETHICONE, PPG-5-CETETH-10 PHOSPHATE, POLYQUATERNIUM-37, PHENOXYETHANOL, FRAGRANCE, PROPYLENE GLYCOL DICAPRYLATE/ DICAPRATE, SODIUM HYDROXIDE, DIMETHICONE, BEHENTRIMONIUM CHLORIDE, PPG-1 TRIDECETH-6, TRIDECETH-6, ETHYLHEXYL SALICYLATE, ETHYLHEXYLGLYCERIN, PROPYLENE GLYCOL, ISOPROPYL ALCOHOL, SORBITAN OLEATE, DIMETHICONOL, LIMONENE, CETRIMONIUM CHLORIDE, LINALOOL, HYDROXYCITRONELLAL, CITRONELLOL, COUMARIN, ROSA CENTIFOLIA EXTRACT / ROSA CENTIFOLIA FLOWER EXTRACT, GERANIOL, PRUNUS AMYGDALUS DULCIS SEED EXTRACT / SWEET ALMOND SEED EXTRACT, TOCOPHEROL, XANTHAN GUM, DEHYDROACETIC ACID.","L'oreal Paris Ever Pure 21 in 1 Color Caring Spray, Rose Extract","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png"
"1773514990-210","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=68","L'oreal Paris Age Perfect Collagen Expert Day Moisturizer...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/772151/original.","L'Oréal Paris
         L'oreal Paris Age Perfect Collagen Expert Day Moisturizer...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/4585940-LOral_Paris_Loreal_Paris_Age_Perfect_Collagen_Expert_Day_Moisturizer_with_SPF_30/","Water, Glycerin, Dimethicone, Niacinamide, Silica, Alcohol Denat., Octyldodecanol, Isopropyl Isostearate, Behenyl Alcohol, Phenoxyethanol, Butylene Glycol, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Tocopherol, Aluminum Starch Octenylsuccinate, Ammonium Acryloyldimethyltaurate/Steareth-25 Methacrylate Crosspolymer, Cetyl Alcohol, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethiconol, Peg-100 Stearate, Capryloyl Salicylic Acid, Isohexadecane, Cetearyl Alcohol, Trisodium Ethylenediamine Disuccinate, Carbomer, Fragrance, Sodium Hyaluronate, Ethylhexylglycerin, Polysorbate 80, Cetearyl Glucoside, Sorbitan Oleate, Sodium Lactate, Sodium Hydroxide, Polysorbate 20, Citronellol, Limonene, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7","L'oreal Paris Age Perfect Collagen Expert Day Moisturizer with SPF 30","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/772151/original."
"1773514993-211","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=68","L'oreal Paris Shiny Lip Stain Lipstick, Be Independant","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png","L'Oréal Paris
         L'oreal Paris Shiny Lip Stain Lipstick, Be Independant
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1004182-LOral_Paris_Loreal_Paris_Shiny_Lip_Stain_Lipstick_Be_Independant/","G2016880 1, OCTYLDODECANOL, AQUA/WATER, TRIMETHYLSILOXYPHENYL DIMETHICONE, ETHYLCELLULOSE, SORBITAN STEARATE, ALCOHOL, CETYL ALCOHOL, PHENOXYETHANOL, SODIUM LAURYL SULFATE, SUCROSE COCOATE, HYDROXYPROPYL GUAR, CALCIUM ALUMINUM BOROSILICATE, SYNTHETIC FLUORPHLOGOPITE, CALCIUM SODIUM BOROSILICATE, LINALOOL, ALUMINA, MAGNESIUM SILICATE, ALUMINUM HYDROXIDE, BARIUM SULFATE, TIN OXIDE, SILICA, FRAGRANCE, [+/- MAY CONTAIN CI 77491, CI 77492, CI 77499 / IRON OXIDES, CI 77891/TITANIUM DIOXIDE, CI 15850 / RED 7, CI 15985 / YELLOW 6, CI 17200 / RED 33, CI 45410 / RED 28, MICA, CI 19140 / YELLOW 5, CI 75470 / CARMINE, CI 42090 / BLUE 1], FIL CODE B239215/1","L'oreal Paris Shiny Lip Stain Lipstick, Be Independant","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png"
"1773514997-212","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=68","L'Oreal Paris Men Expert Hydra Energetic After Shave Balm...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png","L'Oréal Paris
         L'Oreal Paris Men Expert Hydra Energetic After Shave Balm...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/883754-LOral_Paris_LOreal_Paris_Men_Expert_Hydra_Energetic_After_Shave_Balm_2020_formulation/","","","",""
"1773515000-213","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=68","L'Oreal Paris EverPure Sulfate Free Purple Shampoo","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/655670/original.?1681392676","L'Oréal Paris
         L'Oreal Paris EverPure Sulfate Free Purple Shampoo
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1026249-LOral_Paris_LOreal_Paris_EverPure_Sulfate_Free_Purple_Shampoo/","Aqua / Water / Eau, Coco-Betaine, Disodium Laureth Sulfosuccinate, Sodium Cocoyl Isethionate, Sodium Lauryl Sulfoacetate, Sodium Lauroyl Sarcosinate, Glycol Distearate, Sodium Chloride, Decyl Glucoside, Parfum / Fragrance, Polyquaternium-10, Sodium Hydroxide, Amodimethicone, Ppg-5-Ceteth-20, Citric Acid, Peg-55 Propylene Glycol Oleate, Propylene Glycol, Carbomer, Acrylates/Beheneth-25 Methacrylate Copolymer, Ci 60730 / Acid Violet 43, Butylene Glycol, Benzoic Acid, Trideceth-6, Linalool, Salicylic Acid, Magnesium Nitrate, Hexyl Cinnamal, Hydroxycitronellal, Sodium Benzoate, Cetrimonium Chloride, Tetrasodium Edta, Sorbitol, Hibiscus Sabdariffa Flower Extract, Methylchloroisothiazolinone, Magnesium Chloride, Methylisothiazolinone","L'Oreal Paris EverPure Sulfate Free Purple Shampoo","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/655670/original.?1681392676"
"1773515004-214","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=67","L'Oreal Paris Matte Lip Crayon, 502 Sweet & Salty  (2020...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png","L'Oréal Paris
         L'Oreal Paris Matte Lip Crayon, 502 Sweet & Salty  (2020...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/924960-LOral_Paris_LOreal_Paris_Matte_Lip_Crayon_502_Sweet__Salty__2020_formulation/","DIMETHICONE,   POLYETHYLENE,   POLYBUTENE,   ISOAMYL LAURATE,   SYNTHETIC BEESWAX,   CERA MICROCRISTALLINA / MICROCRYSTALLINE WAX, ISODODECANE,   TRIMETHYLSILOXYSILICATE,   NEOPENTYL GLYCOL DIHEPTANOATE, COPERNICIA CERIFERA CERA / CARNAUBA WAX, POLYPROPYLSILSESQUIOXANE,   VP/HEXADECENE COPOLYMER,   SIMMONDSIA CHINENSIS SEED OIL / JOJOBA SEED OIL, TOCOPHERYL ACETATE,   SORBITAN ISOSTEARATE,   TRIHYDROXYSTEARIN,   PARFUM / FRAGRANCE,   TALC,   DISTEARDIMONIUM HECTORITE, ALUMINUM HYDROXIDE,   TOCOPHEROL,   PROPYLENE CARBONATE,   ASCORBYL PALMITATE,  SYNTHETIC FLUORPHLOGOPITE,   HELIANTHUS ANNUUS SEED OIL / SUNFLOWER SEED OIL,   COLOPHONIUM / ROSIN,   BHT, TIN OXIDE,  [+/- MAY CONTAIN / PEUT CONTENIR CI 77491, CI 77492, CI 77499 / IRON OXIDES,   CI 77891 / TITANIUM DIOXIDE,   MICA, CI 45410 / RED 28 LAKE,   CI 15850/RED 7, CI 77742/ MANGANESE VIOLET, CI 15850 / RED 7 LAKE,   CI 19140 / YELLOW 5 LAKE,   CI 12085 / RED 36 LAKE,   CI 75470/CARMINE,   CI 42090 / BLUE 1 LAKE","L'Oreal Paris Matte Lip Crayon, 502 Sweet & Salty  (2020 formulation)","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png"
"1773515007-215","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=67","L'oreal Paris Balm in Gloss Lip Color, 90 Rosy Utopia","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png","L'Oréal Paris
         L'oreal Paris Balm in Gloss Lip Color, 90 Rosy Utopia
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1005618-LOral_Paris_Loreal_Paris_Balm_in_Gloss_Lip_Color_90_Rosy_Utopia/","G2017661, C18-36 ACID TRIGLYCERIDE, BIS-DIGLYCERYL POLYACYLADIPATE-2, POLYBUTENE, PENTAERYTHRITYL TETRAISOSTEARATE, TRIDECYL TRIMELITATE, DIISOSTEARYL MALATE, SILICA DIMETHYL SILYLATE [NANO] / SILICA DIMETHYL SILYLATE, PENTYLENE GLYCOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, CAPRYLYL GLYCOL, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ALUMINA, CALCIUM ALUMINUM BOROSILICATE, TOCOPHERYL ACETATE, ETHYLHEXYL PALMITATE, CALCIUM SODIUM BOROSILICATE, SYNTHETIC FLUORPHLOGOPITE, SODIUM SACCHARIN, BARIUM SULFATE, SILICA, COLOPHONIUM / ROSIN / COLOPHANE, MAGNESIUM SILICATE, CITRONELLOL, ALUMINUM HYDROXIDE, PUNICA GRANATUM FRUIT EXTRACT, TIN OXIDE, LIMONENE, TRHYDROXYSTEARIN, GERANIOL, SODIUM HYALURONATE, GLUCOMANNAN, FRAGRANCE, [+/- MAY CONTAIN: CI 77891 / TITANIUM DIOXIDE CI 77491, CI 77492, CI 77499 / IRON OXIDES, CI 15850 RED 7, CI 45410 / RED 28 LAKE, CI 45380 / RED 22 LAKE, CI 15850 / RED 6, CI 17200 / RED 33 LAKE, CI 15985 / YELLOW 6 LAKE, CI 77742 / MANGANESE VIOLET, CI 15850 / RED 7 LAKE, MICA, CI 19140 / YELLOW 5 LAKE, CI 42090 / BLUE 1 LAKE, CI 75470 / CARMINE], FIL# N281319/1","L'oreal Paris Balm in Gloss Lip Color, 90 Rosy Utopia","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png"
"1773515011-216","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=67","L'or al Paris Balm in Gloss Lip Color, 100 Mademoiselle Mauve","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png","L'Oréal Paris
         L'or al Paris Balm in Gloss Lip Color, 100 Mademoiselle Mauve
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1006129-LOral_Paris_Lor_al_Paris_Balm_in_Gloss_Lip_Color_100_Mademoiselle_Mauve/","G2017661, C18-36 ACID TRIGLYCERIDE, BIS-DIGLYCERYL POLYACYLADIPATE-2, POLYBUTENE, PENTAERYTHRITYL TETRAISOSTEARATE, TRIDECYL TRIMELLITATE, DIISOSTEARYL MALATE, SILICA DIMETHYL SILYLATE [NANO] / SILICA DIMETHYL SILYLATE, PENTYLENE GLYCOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, CAPRYLYL GLYCOL, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ALUMINA, CALCIUM ALUMINUM BOROSILICATE, TOCOPHERYL ACETATE, ETHYHEXYL PALMITATE, CALCIUM SODIUM BOROSILICATE, SYNTHETIC FLUORPHLOGOPITE, SODIUM SACCHARIN, BARIUM SULFATE, SILICA, COLOPHONIUM / ROSIN, MAGNESIUM SILICATE, CITRONELLOL, ALUMINUM HYDROXIDE, PUNICA GRANATUM FRUIT EXTRACT, TIN OXIDE, LIMONENE, TRIHYDROXYSTEARIN, GERANIOL, SODIUM HYALURONATE, GLUCOMANNAN, FRAGRANCE, [+/- MAY CONTAIN: CI 77891 / TITANIUM DIOXIDE, CI 77491, CI 77492, CI 77499 / IRON OXIDES, CI 15850 / RED 7, CI 45410 / RED 28 LAKE, CI 45380 / RED 22 LAKE, CI 15850 / RED 6, CI 17200 / RED 33 LAKE, CI 15985 / YELLOW 6 LAKE, CI 77742 / MANGANESE VIOLET, CI 15850 / RED 7 LAKE, MICA, CI 19140 / YELLOW 5 LAKE, CI 42090 / BLUE 1 LAKE, CI 75470 / CARMINE], FIL# N281319/1","L'or al Paris Balm in Gloss Lip Color, 100 Mademoiselle Mauve","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://static.ewg.org/skindeep/img/missing_images/sd_logo.png"
"1773515014-217","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/","https://www.ewg.org/skindeep/browse/brands/11933-l-oreal-paris/?brand=L%27Or%C3%A9al+Paris&page=67","L'Oreal Paris Hair Expert EverPure Sulfate Free Moisture...","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/755228/original.","L'Oréal Paris
         L'Oreal Paris Hair Expert EverPure Sulfate Free Moisture...
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/859083-LOral_Paris_LOreal_Paris_Hair_Expert_EverPure_Sulfate_Free_Moisture_Shampoo_2019_formulation/","1101727EP7: AQUA / WATER / EAU, COCO-BETAINE, DISODIUM LAURETH SULFOSUCCINATE, SODIUM COCOYL ISETHIONATE, SODIUM LAURYL SULFOACETATE, SODIUM LAUROYL SARCOSINATE, GLYCOL DISTEARATE, SODIUM CHLORIDE, DECYL GLUCOSIDE, PARFUM / FRAGRANCE, POLYQUATERNIUM-10, AMODIMETHICONE, PPG-5-CETETH-20, HYDROGENATED COCONUT ACID, PEG-55 PROPYLENE GLYCOL OLEATE, SODIUM HYDROXIDE, PROPYLENE GLYCOL, CARBOMER, ACRYLATES / BEHENETH-25 METHACRYLATE COPOLYMER, ETHYLHEXYL METHOXYCINNAMATE, SODIUM ISETHIONATE, BENZYL SALICYLATE, BENZOIC ACID, HEXYL CINNAMAL, LINALOOL, TOCOPHEROL, TRIDECETH-6, BENZYL ALCOHOL, BENZOPHENONE-4, LIMONENE, MAGNESIUM NITRATE, SODIUM ACETATE, CETRIMONIUM CHLORIDE, SODIUM BENZOATE, ISOPROPYL ALCOHOL, METHYLCHLOROISOTHIAZOLINONE, ROSMARINUS OFFICINALIS LEAF OIL / ROSEMARY LEAF OIL, MAGNESIUM CHLORIDE, METHYLISOTHIAZOLINONE, BHT, CITRIC ACID. F.I.L. #D192026/1","L'Oreal Paris Hair Expert EverPure Sulfate Free Moisture Shampoo (2019 formulation)","L'Oréal Paris","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/755228/original."
